Id,SubjectFocus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
2ac4dd8c2,0,0,0,0,0,0,0,0,0,0,0,0,25
c7eac7b01,0,0,0,0,0,0,0,0,0,0,0,0,50
a8cdba660,0,0,0,0,0,0,0,0,0,0,0,0,0
0aaf6976a,0,0,0,0,0,0,0,0,0,0,0,0,50
dcba09ff1,0,0,0,0,0,0,0,0,0,0,0,0,75
3332eb59c,0,0,0,0,0,0,0,0,0,0,0,0,0
747c82f83,0,0,0,0,0,0,0,0,0,0,0,0,50
03b0568b3,0,0,0,0,0,0,0,0,0,0,0,0,25
7bda94ad0,0,0,0,0,0,0,0,0,0,0,0,0,0
702bee848,0,0,0,0,0,0,0,0,0,0,0,0,50
e62e5aa26,0,0,0,0,0,0,0,0,0,0,0,0,50
d5df16a32,0,0,0,0,0,0,0,0,0,0,0,0,50
06296e4e2,0,0,0,0,0,0,0,0,0,0,0,0,0
207d61997,0,0,0,0,0,0,0,0,0,0,0,0,75
38a81271c,0,0,0,0,0,0,0,0,0,0,0,0,0
6df350974,0,0,0,0,0,0,0,0,0,0,0,0,50
8f85e69ee,0,0,0,0,0,0,0,0,0,0,0,0,25
b243b8e93,0,0,0,0,0,0,0,0,0,0,0,0,75
4f0eacbdd,0,0,0,0,0,0,0,0,0,0,0,0,75
b5fcc079e,0,0,0,0,0,0,0,0,0,0,0,0,25
53976b229,0,0,0,0,0,0,0,0,0,0,0,0,0
2f3227612,0,0,0,0,0,0,0,0,0,0,0,0,75
d4e83ee5b,0,0,0,0,0,0,0,0,0,0,0,0,25
00a1f270a,0,0,0,0,0,0,0,0,0,0,0,0,0
eeb60466e,0,0,0,0,0,0,0,0,0,0,0,0,75
28b64c198,0,0,0,0,0,0,0,0,0,0,0,0,0
f70251906,0,0,0,0,0,0,0,0,0,0,0,0,0
e83f846eb,0,0,0,0,0,0,0,0,0,0,0,0,75
72a7cb335,0,0,0,0,0,0,0,0,0,0,0,0,50
ae03f99f2,0,0,0,0,0,0,0,0,0,0,0,0,25
d0fcfeb0f,0,0,0,0,0,0,0,0,0,0,0,0,75
fc1457818,0,0,0,0,0,0,0,0,0,0,0,0,50
d5b9e0322,0,0,0,0,0,0,0,0,0,0,0,0,75
a2dc697f6,0,0,0,0,0,0,0,0,0,0,0,0,25
be7b65c23,0,0,0,0,0,0,0,0,0,0,0,0,50
1c59cecac,0,0,0,0,0,0,0,0,0,0,0,0,100
2e3bfe5a9,0,0,0,0,0,0,0,0,0,0,0,0,25
d78d1dec0,0,0,0,0,0,0,0,0,0,0,0,0,0
0443d6f82,0,0,0,0,0,0,0,0,0,0,0,0,75
c675f3b10,0,0,0,0,0,0,0,0,0,0,0,0,50
d8715d47e,0,0,0,0,0,0,0,0,0,0,0,0,0
da6bb3100,0,0,0,0,0,0,0,0,0,0,0,0,25
9eb98f34c,0,0,0,0,0,0,0,0,0,0,0,0,50
e317b2a73,0,0,0,0,0,0,0,0,0,0,0,0,50
4036e0e12,0,0,0,0,0,0,0,0,0,0,0,0,25
f34d62be0,0,0,0,0,0,0,0,0,0,0,0,0,50
145883970,0,0,0,0,0,0,0,0,0,0,0,0,25
9a64e72cf,0,0,0,0,0,0,0,0,0,0,0,0,75
6e643eba1,0,0,0,0,0,0,0,0,0,0,0,0,0
fe88a5777,0,0,0,0,0,0,0,0,0,0,0,0,50
bda2d149e,0,0,0,0,0,0,0,0,0,0,0,0,0
0b4bb9906,0,0,0,0,0,0,0,0,0,0,0,0,75
4df43033d,0,0,0,0,0,0,0,0,0,0,0,0,0
99dcd9020,0,0,0,0,0,0,0,0,0,0,0,0,0
7adc5209e,0,0,0,0,0,0,0,0,0,0,0,0,50
eb6c692dc,0,0,0,0,0,0,0,0,0,0,0,0,0
d096658bb,0,0,0,0,0,0,0,0,0,0,0,0,0
109c4f5a8,0,0,0,0,0,0,0,0,0,0,0,0,25
6c7c5555f,0,0,0,0,0,0,0,0,0,0,0,0,50
8df39788a,0,0,0,0,0,0,0,0,0,0,0,0,25
a05289ebd,0,0,0,0,0,0,0,0,0,0,0,0,25
dee525fcd,0,0,0,0,0,0,0,0,0,0,0,0,25
c0a9578bb,0,0,0,0,0,0,0,0,0,0,0,0,50
4574e3de4,0,0,0,0,0,0,0,0,0,0,0,0,25
6dbc5c968,0,0,0,0,0,0,0,0,0,0,0,0,25
3f9f466d1,0,0,0,0,0,0,0,0,0,0,0,0,0
c43ecb3e1,0,0,0,0,0,0,0,0,0,0,0,0,75
9b721dcaf,0,0,0,0,0,0,0,0,0,0,0,0,50
e20655a10,0,0,0,0,0,0,0,0,0,0,0,0,50
9718baba0,0,0,0,0,0,0,0,0,0,0,0,0,50
cdd7aee45,0,0,0,0,0,0,0,0,0,0,0,0,25
8ba0c6894,0,0,0,0,0,0,0,0,0,0,0,0,0
34cedf9bb,0,0,0,0,0,0,0,0,0,0,0,0,75
ab599a6ac,0,0,0,0,0,0,0,0,0,0,0,0,50
81da09ea9,0,0,0,0,0,0,0,0,0,0,0,0,50
3b1976326,0,0,0,0,0,0,0,0,0,0,0,0,50
b912b1114,0,0,0,0,0,0,0,0,0,0,0,0,50
3cc84c2f8,0,0,0,0,0,0,0,0,0,0,0,0,75
301e16ab9,0,0,0,0,0,0,0,0,0,0,0,0,0
8705145ca,0,0,0,0,0,0,0,0,0,0,0,0,50
6e3aad5f3,0,0,0,0,0,0,0,0,0,0,0,0,25
fb3bd80d1,0,0,0,0,0,0,0,0,0,0,0,0,75
1a1283447,0,0,0,0,0,0,0,0,0,0,0,0,50
4831c683c,0,0,0,0,0,0,0,0,0,0,0,0,0
e4e5ea1d2,0,0,0,0,0,0,0,0,0,0,0,0,25
7ee058c3d,0,0,0,0,0,0,0,0,0,0,0,0,0
691a8b7ea,0,0,0,0,0,0,0,0,0,0,0,0,25
fcd21f3ec,0,0,0,0,0,0,0,0,0,0,0,0,50
1a9e7158e,0,0,0,0,0,0,0,0,0,0,0,0,75
dc1c9f8d5,0,0,0,0,0,0,0,0,0,0,0,0,25
c96f9d3a8,0,0,0,0,0,0,0,0,0,0,0,0,50
fa94b21d1,0,0,0,0,0,0,0,0,0,0,0,0,75
2c24655fe,0,0,0,0,0,0,0,0,0,0,0,0,75
2bf834f39,0,0,0,0,0,0,0,0,0,0,0,0,50
da327c74b,0,0,0,0,0,0,0,0,0,0,0,0,0
10a6c97d5,0,0,0,0,0,0,0,0,0,0,0,0,50
75a4a14ac,0,0,0,0,0,0,0,0,0,0,0,0,50
1ffe668f9,0,0,0,0,0,0,0,0,0,0,0,0,0
3b0b2a86a,0,0,0,0,0,0,0,0,0,0,0,0,75
64c1c412b,0,0,0,0,0,0,0,0,0,0,0,0,50
b28de653f,0,0,0,0,0,0,0,0,0,0,0,0,0
184ea777b,0,0,0,0,0,0,0,0,0,0,0,0,25
86547ad6d,0,0,0,0,0,0,0,0,0,0,0,0,0
9f533475e,0,0,0,0,0,0,0,0,0,0,0,0,75
fcf377cce,0,0,0,0,0,0,0,0,0,0,0,0,0
d4b028ea8,0,0,0,0,0,0,0,0,0,0,0,0,50
cc25fb529,0,0,0,0,0,0,0,0,0,0,0,0,50
3b8b38508,0,0,0,0,0,0,0,0,0,0,0,0,25
a6423eca8,0,0,0,0,0,0,0,0,0,0,0,0,75
2cea63a41,0,0,0,0,0,0,0,0,0,0,0,0,75
7fc640ad8,0,0,0,0,0,0,0,0,0,0,0,0,50
a0dd85af0,0,0,0,0,0,0,0,0,0,0,0,0,75
1195168b6,0,0,0,0,0,0,0,0,0,0,0,0,25
12d514ef2,0,0,0,0,0,0,0,0,0,0,0,0,50
3e2cc2690,0,0,0,0,0,0,0,0,0,0,0,0,50
c5072890c,0,0,0,0,0,0,0,0,0,0,0,0,0
17e6747da,0,0,0,0,0,0,0,0,0,0,0,0,0
cdb855a69,0,0,0,0,0,0,0,0,0,0,0,0,25
23379775f,0,0,0,0,0,0,0,0,0,0,0,0,25
2b3ec0f96,0,0,0,0,0,0,0,0,0,0,0,0,25
a9bfec3ba,0,0,0,0,0,0,0,0,0,0,0,0,0
8885f346b,0,0,0,0,0,0,0,0,0,0,0,0,0
33d3738f6,0,0,0,0,0,0,0,0,0,0,0,0,50
f17d4ab32,0,0,0,0,0,0,0,0,0,0,0,0,0
97dc6aa32,0,0,0,0,0,0,0,0,0,0,0,0,25
ec7775c4f,0,0,0,0,0,0,0,0,0,0,0,0,100
487abc5e1,0,0,0,0,0,0,0,0,0,0,0,0,0
06f523361,0,0,0,0,0,0,0,0,0,0,0,0,75
5a5463e17,0,0,0,0,0,0,0,0,0,0,0,0,50
8dfe4da6a,0,0,0,0,0,0,0,0,0,0,0,0,0
e758e4c0c,0,0,0,0,0,0,0,0,0,0,0,0,50
c69842c2a,0,0,0,0,0,0,0,0,0,0,0,0,25
fa07f7477,0,0,0,0,0,0,0,0,0,0,0,0,50
7fd7b7583,0,0,0,0,0,0,0,0,0,0,0,0,25
203e2bd3c,0,0,0,0,0,0,0,0,0,0,0,0,50
6b0103c04,0,0,0,0,0,0,0,0,0,0,0,0,50
3f936cb8a,0,0,0,0,0,0,0,0,0,0,0,0,50
488bfc285,0,0,0,0,0,0,0,0,0,0,0,0,50
5698c00e2,0,0,0,0,0,0,0,0,0,0,0,0,25
b5aa169b4,0,0,0,0,0,0,0,0,0,0,0,0,0
846e720dc,0,0,0,0,0,0,0,0,0,0,0,0,0
859bcc995,0,0,0,0,0,0,0,0,0,0,0,0,50
a2ae5fa7d,0,0,0,0,0,0,0,0,0,0,0,0,50
c0fe34d97,0,0,0,0,0,0,0,0,0,0,0,0,25
1ee56e81a,0,0,0,0,0,0,0,0,0,0,0,0,0
406a1e534,0,0,0,0,0,0,0,0,0,0,0,0,50
2418f7929,0,0,0,0,0,0,0,0,0,0,0,0,0
2f60db1f7,0,0,0,0,0,0,0,0,0,0,0,0,25
0e4049f6d,0,0,0,0,0,0,0,0,0,0,0,0,50
27268f547,0,0,0,0,0,0,0,0,0,0,0,0,50
d9c54752f,0,0,0,0,0,0,0,0,0,0,0,0,50
1ba69dec6,0,0,0,0,0,0,0,0,0,0,0,0,0
cfe285c5f,0,0,0,0,0,0,0,0,0,0,0,0,75
24d9b76ae,0,0,0,0,0,0,0,0,0,0,0,0,0
86953ea0b,0,0,0,0,0,0,0,0,0,0,0,0,0
5145f87a0,0,0,0,0,0,0,0,0,0,0,0,0,25
e73038b62,0,0,0,0,0,0,0,0,0,0,0,0,0
44bba906d,0,0,0,0,0,0,0,0,0,0,0,0,0
7d1d7a4f6,0,0,0,0,0,0,0,0,0,0,0,0,50
e936f5f63,0,0,0,0,0,0,0,0,0,0,0,0,50
43b277272,0,0,0,0,0,0,0,0,0,0,0,0,25
4fc4ac031,0,0,0,0,0,0,0,0,0,0,0,0,25
d5a027e6c,0,0,0,0,0,0,0,0,0,0,0,0,50
f253bd6aa,0,0,0,0,0,0,0,0,0,0,0,0,50
21493e6ea,0,0,0,0,0,0,0,0,0,0,0,0,0
59b224cc9,0,0,0,0,0,0,0,0,0,0,0,0,0
8b63e1b21,0,0,0,0,0,0,0,0,0,0,0,0,50
6dcbe818e,0,0,0,0,0,0,0,0,0,0,0,0,25
88030e16e,0,0,0,0,0,0,0,0,0,0,0,0,50
d9033fea0,0,0,0,0,0,0,0,0,0,0,0,0,25
eb8620132,0,0,0,0,0,0,0,0,0,0,0,0,0
261cbe336,0,0,0,0,0,0,0,0,0,0,0,0,50
7a25c5a12,0,0,0,0,0,0,0,0,0,0,0,0,75
cb9cffdff,0,0,0,0,0,0,0,0,0,0,0,0,0
b8d07c37b,0,0,0,0,0,0,0,0,0,0,0,0,50
9d24c695e,0,0,0,0,0,0,0,0,0,0,0,0,75
3c273e42f,0,0,0,0,0,0,0,0,0,0,0,0,75
e7fbd95a9,0,0,0,0,0,0,0,0,0,0,0,0,25
1d46f1061,0,0,0,0,0,0,0,0,0,0,0,0,50
d8c1859cb,0,0,0,0,0,0,0,0,0,0,0,0,50
eea0cb464,0,0,0,0,0,0,0,0,0,0,0,0,75
09c629b05,0,0,0,0,0,0,0,0,0,0,0,0,75
8c36b62a9,0,0,0,0,0,0,0,0,0,0,0,0,25
5bda8f113,0,0,0,0,0,0,0,0,0,0,0,0,25
943e9242f,0,0,0,0,0,0,0,0,0,0,0,0,75
6d59be88d,0,0,0,0,0,0,0,0,0,0,0,0,25
1aef9fc86,0,0,0,0,0,0,0,0,0,0,0,0,25
9eb042155,0,0,0,0,0,0,0,0,0,0,0,0,75
9e0b14cf6,0,0,0,0,0,0,0,0,0,0,0,0,50
f24991ef7,0,0,0,0,0,0,0,0,0,0,0,0,0
a0cc9df12,0,0,0,0,0,0,0,0,0,0,0,0,50
c4feb7269,0,0,0,0,0,0,0,0,0,0,0,0,50
124f45c2b,0,0,0,0,0,0,0,0,0,0,0,0,50
0f3434f36,0,0,0,0,0,0,0,0,0,0,0,0,75
842528c2a,0,0,0,0,0,0,0,0,0,0,0,0,75
53549acd2,0,0,0,0,0,0,0,0,0,0,0,0,0
f981112a8,0,0,0,0,0,0,0,0,0,0,0,0,25
53d6d37c8,0,0,0,0,0,0,0,0,0,0,0,0,0
d83aa1f02,0,0,0,0,0,0,0,0,0,0,0,0,100
dbaacc7e8,0,0,0,0,0,0,0,0,0,0,0,0,0
4f502df1a,0,0,0,0,0,0,0,0,0,0,0,0,0
53bcfd67d,0,0,0,0,0,0,0,0,0,0,0,0,75
55f34f8f5,0,0,0,0,0,0,0,0,0,0,0,0,50
1bd200942,0,0,0,0,0,0,0,0,0,0,0,0,0
747359fcb,0,0,0,0,0,0,0,0,0,0,0,0,25
67221a8f8,0,0,0,0,0,0,0,0,0,0,0,0,75
a72a34bdf,0,0,0,0,0,0,0,0,0,0,0,0,0
0b59a57ff,0,0,0,0,0,0,0,0,0,0,0,0,75
2d837689d,0,0,0,0,0,0,0,0,0,0,0,0,0
da5ae6aa9,0,0,0,0,0,0,0,0,0,0,0,0,75
cc8bf5e79,0,0,0,0,0,0,0,0,0,0,0,0,50
06ecc204f,0,0,0,0,0,0,0,0,0,0,0,0,100
b022c1924,0,0,0,0,0,0,0,0,0,0,0,0,75
92c2878db,0,0,0,0,0,0,0,0,0,0,0,0,75
e79f310db,0,0,0,0,0,0,0,0,0,0,0,0,50
303ecdb58,0,0,0,0,0,0,0,0,0,0,0,0,25
4463deb9a,0,0,0,0,0,0,0,0,0,0,0,0,25
502c3e7ae,0,0,0,0,0,0,0,0,0,0,0,0,50
d9a014dbb,0,0,0,0,0,0,0,0,0,0,0,0,50
f195c540d,0,0,0,0,0,0,0,0,0,0,0,0,0
d33c9174f,0,0,0,0,0,0,0,0,0,0,0,0,25
93c9866b0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e8c2a1aa,0,0,0,0,0,0,0,0,0,0,0,0,25
2acc0a068,0,0,0,0,0,0,0,0,0,0,0,0,75
f3b4e3f5c,0,0,0,0,0,0,0,0,0,0,0,0,0
ca144ac2a,0,0,0,0,0,0,0,0,0,0,0,0,25
d6e342121,0,0,0,0,0,0,0,0,0,0,0,0,0
d2be70a4c,0,0,0,0,0,0,0,0,0,0,0,0,50
c135c6b15,0,0,0,0,0,0,0,0,0,0,0,0,0
eefb8d885,0,0,0,0,0,0,0,0,0,0,0,0,75
982dce813,0,0,0,0,0,0,0,0,0,0,0,0,50
b90e6ec69,0,0,0,0,0,0,0,0,0,0,0,0,25
4298e4c15,0,0,0,0,0,0,0,0,0,0,0,0,75
fbed8fc1a,0,0,0,0,0,0,0,0,0,0,0,0,50
2502292c8,0,0,0,0,0,0,0,0,0,0,0,0,25
3d3aef491,0,0,0,0,0,0,0,0,0,0,0,0,50
c1ba2169b,0,0,0,0,0,0,0,0,0,0,0,0,50
ed6684f3a,0,0,0,0,0,0,0,0,0,0,0,0,25
7f4fb6f7e,0,0,0,0,0,0,0,0,0,0,0,0,50
bd248bb10,0,0,0,0,0,0,0,0,0,0,0,0,50
6c5f1f0a3,0,0,0,0,0,0,0,0,0,0,0,0,25
400cbe759,0,0,0,0,0,0,0,0,0,0,0,0,50
b2a23ac85,0,0,0,0,0,0,0,0,0,0,0,0,0
a92b06d0f,0,0,0,0,0,0,0,0,0,0,0,0,25
fc5e81c00,0,0,0,0,0,0,0,0,0,0,0,0,50
5e390710c,0,0,0,0,0,0,0,0,0,0,0,0,50
204a3b926,0,0,0,0,0,0,0,0,0,0,0,0,0
642ed14e6,0,0,0,0,0,0,0,0,0,0,0,0,75
b63d76ef4,0,0,0,0,0,0,0,0,0,0,0,0,0
eca179f5f,0,0,0,0,0,0,0,0,0,0,0,0,0
4ccb3f896,0,0,0,0,0,0,0,0,0,0,0,0,50
35f9818a7,0,0,0,0,0,0,0,0,0,0,0,0,0
54c2d49bb,0,0,0,0,0,0,0,0,0,0,0,0,50
3209cdc3c,0,0,0,0,0,0,0,0,0,0,0,0,50
b4f1bc76e,0,0,0,0,0,0,0,0,0,0,0,0,50
1b932e373,0,0,0,0,0,0,0,0,0,0,0,0,75
59e24567e,0,0,0,0,0,0,0,0,0,0,0,0,0
50361acf5,0,0,0,0,0,0,0,0,0,0,0,0,25
cdc958646,0,0,0,0,0,0,0,0,0,0,0,0,50
6be0a8fcd,0,0,0,0,0,0,0,0,0,0,0,0,25
151d50f53,0,0,0,0,0,0,0,0,0,0,0,0,50
a81084ff0,0,0,0,0,0,0,0,0,0,0,0,0,50
467614705,0,0,0,0,0,0,0,0,0,0,0,0,50
9fa760b69,0,0,0,0,0,0,0,0,0,0,0,0,0
93f758039,0,0,0,0,0,0,0,0,0,0,0,0,25
da8d4a273,0,0,0,0,0,0,0,0,0,0,0,0,0
085c9be4a,0,0,0,0,0,0,0,0,0,0,0,0,50
97db95d21,0,0,0,0,0,0,0,0,0,0,0,0,0
11ad894e6,0,0,0,0,0,0,0,0,0,0,0,0,50
79d32926c,0,0,0,0,0,0,0,0,0,0,0,0,75
6029bf590,0,0,0,0,0,0,0,0,0,0,0,0,0
df6f884c0,0,0,0,0,0,0,0,0,0,0,0,0,50
78ad8f1a2,0,0,0,0,0,0,0,0,0,0,0,0,75
9866d1bd1,0,0,0,0,0,0,0,0,0,0,0,0,50
cd617c72c,0,0,0,0,0,0,0,0,0,0,0,0,50
6e6d8b614,0,0,0,0,0,0,0,0,0,0,0,0,50
b75594e30,0,0,0,0,0,0,0,0,0,0,0,0,50
2cdb96709,0,0,0,0,0,0,0,0,0,0,0,0,50
ea319fdec,0,0,0,0,0,0,0,0,0,0,0,0,75
300337abe,0,0,0,0,0,0,0,0,0,0,0,0,50
90a967a14,0,0,0,0,0,0,0,0,0,0,0,0,0
76358e754,0,0,0,0,0,0,0,0,0,0,0,0,50
8dd958339,0,0,0,0,0,0,0,0,0,0,0,0,50
e93afb8ff,0,0,0,0,0,0,0,0,0,0,0,0,0
67e7da152,0,0,0,0,0,0,0,0,0,0,0,0,25
d721ed589,0,0,0,0,0,0,0,0,0,0,0,0,25
e04df6caf,0,0,0,0,0,0,0,0,0,0,0,0,50
faf6a8cd0,0,0,0,0,0,0,0,0,0,0,0,0,0
44b6a5b46,0,0,0,0,0,0,0,0,0,0,0,0,50
f2a6e7dac,0,0,0,0,0,0,0,0,0,0,0,0,0
f54bef6d6,0,0,0,0,0,0,0,0,0,0,0,0,50
b12bdec95,0,0,0,0,0,0,0,0,0,0,0,0,50
aefafcc66,0,0,0,0,0,0,0,0,0,0,0,0,0
8eb134074,0,0,0,0,0,0,0,0,0,0,0,0,0
8910f2f5e,0,0,0,0,0,0,0,0,0,0,0,0,50
45bf47f58,0,0,0,0,0,0,0,0,0,0,0,0,0
190eba3c6,0,0,0,0,0,0,0,0,0,0,0,0,25
228d72748,0,0,0,0,0,0,0,0,0,0,0,0,50
727a1c793,0,0,0,0,0,0,0,0,0,0,0,0,0
5419155f2,0,0,0,0,0,0,0,0,0,0,0,0,50
98c17f102,0,0,0,0,0,0,0,0,0,0,0,0,50
4a67bf90d,0,0,0,0,0,0,0,0,0,0,0,0,0
e152df77a,0,0,0,0,0,0,0,0,0,0,0,0,75
cd7ee75c5,0,0,0,0,0,0,0,0,0,0,0,0,75
066521b34,0,0,0,0,0,0,0,0,0,0,0,0,25
1d6944a82,0,0,0,0,0,0,0,0,0,0,0,0,75
492fe3371,0,0,0,0,0,0,0,0,0,0,0,0,50
d111847a0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9151664a,0,0,0,0,0,0,0,0,0,0,0,0,0
ff832cb7e,0,0,0,0,0,0,0,0,0,0,0,0,0
c29fca356,0,0,0,0,0,0,0,0,0,0,0,0,50
854319675,0,0,0,0,0,0,0,0,0,0,0,0,25
51df78553,0,0,0,0,0,0,0,0,0,0,0,0,25
9951b9762,0,0,0,0,0,0,0,0,0,0,0,0,0
b96b7da59,0,0,0,0,0,0,0,0,0,0,0,0,50
71d834666,0,0,0,0,0,0,0,0,0,0,0,0,75
1a4464471,0,0,0,0,0,0,0,0,0,0,0,0,50
d4aa3713a,0,0,0,0,0,0,0,0,0,0,0,0,75
009239f92,0,0,0,0,0,0,0,0,0,0,0,0,25
400e57095,0,0,0,0,0,0,0,0,0,0,0,0,25
6d4bdde4c,0,0,0,0,0,0,0,0,0,0,0,0,50
27e458086,0,0,0,0,0,0,0,0,0,0,0,0,25
1d777bbcd,0,0,0,0,0,0,0,0,0,0,0,0,0
96e1f20e7,0,0,0,0,0,0,0,0,0,0,0,0,0
15a491e20,0,0,0,0,0,0,0,0,0,0,0,0,25
e0dbd7901,0,0,0,0,0,0,0,0,0,0,0,0,0
885b7eb9b,0,0,0,0,0,0,0,0,0,0,0,0,100
4225add43,0,0,0,0,0,0,0,0,0,0,0,0,25
63ddd39f4,0,0,0,0,0,0,0,0,0,0,0,0,0
db24c8108,0,0,0,0,0,0,0,0,0,0,0,0,50
6593bd2a2,0,0,0,0,0,0,0,0,0,0,0,0,50
afaadb62f,0,0,0,0,0,0,0,0,0,0,0,0,50
ff10041de,0,0,0,0,0,0,0,0,0,0,0,0,25
bc14f3a48,0,0,0,0,0,0,0,0,0,0,0,0,50
d09752d1d,0,0,0,0,0,0,0,0,0,0,0,0,75
5df70cb5a,0,0,0,0,0,0,0,0,0,0,0,0,50
0fe58286d,0,0,0,0,0,0,0,0,0,0,0,0,75
ec138f2a8,0,0,0,0,0,0,0,0,0,0,0,0,0
a3aaac2de,0,0,0,0,0,0,0,0,0,0,0,0,100
b16afc5dc,0,0,0,0,0,0,0,0,0,0,0,0,50
6af981c61,0,0,0,0,0,0,0,0,0,0,0,0,75
f67dcb4b3,0,0,0,0,0,0,0,0,0,0,0,0,75
c5f20f40f,0,0,0,0,0,0,0,0,0,0,0,0,50
7f7e9db52,0,0,0,0,0,0,0,0,0,0,0,0,0
28ec2de89,0,0,0,0,0,0,0,0,0,0,0,0,50
cf795bb00,0,0,0,0,0,0,0,0,0,0,0,0,50
3141b7931,0,0,0,0,0,0,0,0,0,0,0,0,0
e46fa829b,0,0,0,0,0,0,0,0,0,0,0,0,50
61dc8345a,0,0,0,0,0,0,0,0,0,0,0,0,0
29aa0b74b,0,0,0,0,0,0,0,0,0,0,0,0,0
b421d0d48,0,0,0,0,0,0,0,0,0,0,0,0,50
b3c62d7f8,0,0,0,0,0,0,0,0,0,0,0,0,0
29466dcf4,0,0,0,0,0,0,0,0,0,0,0,0,25
5bc5b43ae,0,0,0,0,0,0,0,0,0,0,0,0,0
a43071ff0,0,0,0,0,0,0,0,0,0,0,0,0,25
70be9c861,0,0,0,0,0,0,0,0,0,0,0,0,75
2931d3eac,0,0,0,0,0,0,0,0,0,0,0,0,0
2f72b9f33,0,0,0,0,0,0,0,0,0,0,0,0,25
e21ecf520,0,0,0,0,0,0,0,0,0,0,0,0,75
310ea711c,0,0,0,0,0,0,0,0,0,0,0,0,50
1f949d065,0,0,0,0,0,0,0,0,0,0,0,0,25
1dcb1fe2f,0,0,0,0,0,0,0,0,0,0,0,0,0
de67abe0b,0,0,0,0,0,0,0,0,0,0,0,0,0
d97d4b420,0,0,0,0,0,0,0,0,0,0,0,0,75
c49629a90,0,0,0,0,0,0,0,0,0,0,0,0,50
85114144b,0,0,0,0,0,0,0,0,0,0,0,0,50
bf5700a80,0,0,0,0,0,0,0,0,0,0,0,0,75
4ed26a84a,0,0,0,0,0,0,0,0,0,0,0,0,50
d11425b98,0,0,0,0,0,0,0,0,0,0,0,0,50
7ed1216f9,0,0,0,0,0,0,0,0,0,0,0,0,25
ea303d329,0,0,0,0,0,0,0,0,0,0,0,0,50
fe3d0c6e4,0,0,0,0,0,0,0,0,0,0,0,0,0
d5176f7eb,0,0,0,0,0,0,0,0,0,0,0,0,0
2f0e90bdd,0,0,0,0,0,0,0,0,0,0,0,0,25
19e701fea,0,0,0,0,0,0,0,0,0,0,0,0,50
76a063a20,0,0,0,0,0,0,0,0,0,0,0,0,25
92df22369,0,0,0,0,0,0,0,0,0,0,0,0,50
86f7b4013,0,0,0,0,0,0,0,0,0,0,0,0,100
a2a899dab,0,0,0,0,0,0,0,0,0,0,0,0,25
1b71de34e,0,0,0,0,0,0,0,0,0,0,0,0,0
